,Source,Target,CAMEOCode,NumEvents,NumArts,SourceGeoType,TargetGeoType,ActionGeoType,SourceGeoLatInt,TargetGeoLatInt,ActionGeoLatInt,Month
8863450,11263,6933,9,1,2.0,3,3,3,38,38,38,5
8863451,11263,9959,9,1,5.0,3,1,3,42,1,42,5
8863452,11263,11263,21,1,6.0,3,3,3,42,42,42,5
8885419,11263,11263,4,1,3.0,2,2,2,31,31,31,5
8891996,11263,11263,1,1,5.0,1,1,0,38,38,0,5
8928225,11263,8660,1,1,5.0,2,3,3,34,38,38,6
8928226,11263,8660,11,1,5.0,2,2,2,36,36,36,6
9001325,11263,11263,19,1,6.0,3,1,3,38,15,38,7
9017499,11263,4226,6,1,1.0,2,2,2,43,43,43,7
9032109,11263,11263,7,1,2.0,3,3,3,42,42,42,7
9041633,11263,11263,1,1,3.0,3,3,0,38,38,0,7
9041634,11263,11263,11,1,3.0,3,3,3,37,37,37,7
9051158,11263,11263,1,1,3.0,1,1,1,38,15,38,7
9055142,11263,4167,6,1,5.0,2,2,2,36,36,36,7
9076436,11263,11263,3,2,2.0,3,2,3,38,37,38,7
9119972,11263,11263,21,1,6.0,3,3,3,38,38,38,8
9126378,11263,11263,1,1,2.0,1,4,0,-17,55,0,8
9191242,11263,11263,4,1,2.0,2,2,2,43,43,43,8
9196107,11263,3897,7,1,2.0,2,2,2,31,31,31,8
9256794,11263,8660,22,1,5.0,1,4,0,13,-10,0,9
9267581,11263,3759,5,1,4.0,3,3,3,38,38,38,9
9267582,11263,6932,4,4,8.0,3,3,3,38,29,38,9
9294601,11263,9552,4,1,2.0,3,3,3,32,32,32,9
9303143,11263,3219,19,1,1.0,1,1,1,38,38,38,9
9310454,11263,7033,21,3,6.0,3,3,3,41,41,41,9
9330998,11263,9528,3,2,10.0,4,0,0,55,0,0,9
9330999,11263,9552,3,3,8.0,1,1,1,38,38,38,9
9346438,11263,9528,4,3,8.0,1,1,0,38,38,0,9
9378398,11263,11263,1,1,3.0,1,1,1,38,35,24,10
9389137,11263,1212,2,1,2.0,1,1,1,38,39,39,10
9389138,11263,6477,5,1,3.0,2,2,2,36,36,36,10
9443007,11263,11263,21,1,2.0,2,2,0,31,31,0,10
9448735,11263,11263,1,1,1.0,3,3,3,29,29,29,10
9448736,11263,11263,12,1,1.0,3,2,3,43,42,43,10
9501410,11263,4167,7,1,2.0,3,3,3,38,38,38,10
9501411,11263,9471,5,2,5.0,4,4,4,44,44,44,10
9512777,11263,4167,3,1,8.0,3,3,3,33,33,33,10
9512778,11263,9528,20,2,8.0,3,3,0,29,29,0,10
9512779,11263,11263,3,1,8.0,3,3,0,29,29,0,10
9518546,11263,3219,1,1,2.0,2,2,2,43,43,43,10
9518547,11263,11263,1,1,5.0,4,0,0,55,0,0,10
9526902,11263,11263,1,3,7.0,3,3,3,38,38,38,11
9542307,11263,4167,20,1,15.0,1,1,1,38,38,38,11
9565032,11263,11263,20,3,7.0,1,1,4,38,38,55,11
9576211,11263,9528,20,1,1.0,1,1,1,33,33,33,11
9604650,11263,11263,1,1,1.0,1,1,4,38,38,39,11
9604651,11263,11263,4,1,2.0,2,2,2,36,36,36,11
9616094,11263,2806,9,1,4.0,3,3,3,41,41,41,11
9616095,11263,11263,9,1,1.0,3,3,3,40,40,40,11
9630321,11263,4252,21,2,8.0,1,4,1,38,45,38,11
9630322,11263,11622,11,3,10.0,3,3,4,38,38,21,11
9633477,11263,2339,18,2,8.0,3,3,3,45,45,45,11
9638285,11263,7033,20,2,2.0,3,3,3,38,38,38,11
9676447,11263,11263,9,1,4.0,4,1,1,38,54,38,12
9725751,11263,13358,1,1,10.0,3,0,0,29,0,0,12
9771270,11263,3478,1,1,3.0,2,2,2,36,36,36,12
9800770,11263,2791,1,1,5.0,2,2,2,42,42,42,1
9816204,11263,11263,6,1,2.0,2,2,2,42,42,42,1
9816205,11263,11263,11,1,2.0,2,2,2,42,42,42,1
9825031,11263,4167,21,1,1.0,3,3,3,31,31,31,1
9881815,11263,11263,19,1,2.0,2,2,2,36,36,36,1
9928448,11263,5838,17,1,1.0,3,1,1,41,62,62,1
9944503,11263,3219,21,2,3.0,4,4,4,49,45,49,2
9944504,11263,3272,21,3,4.0,4,4,4,49,49,49,2
9944505,11263,3402,21,3,10.0,3,4,3,38,51,38,2
9944506,11263,11263,21,3,4.0,4,4,4,49,49,49,2
9944507,11263,11451,21,1,5.0,4,1,1,49,38,38,2
9949524,11263,1556,8,1,2.0,3,3,3,40,42,40,2
9949525,11263,3219,21,1,5.0,2,2,2,42,42,42,2
9949526,11263,11263,4,1,1.0,4,4,4,45,45,45,2
9949527,11263,11263,21,2,4.0,3,3,3,38,38,38,2
9949528,11263,11263,6,1,2.0,4,3,4,45,38,45,2
9954636,11263,2137,17,1,3.0,1,1,1,32,32,32,2
9954637,11263,3402,19,2,4.0,3,4,4,42,51,51,2
9954638,11263,6932,19,1,2.0,4,4,3,51,51,42,2
9954639,11263,11263,19,1,3.0,3,3,3,42,42,42,2
9978097,11263,4352,1,1,7.0,3,2,3,38,27,38,2
10001851,11263,4167,20,1,5.0,2,2,2,44,44,44,2
10027668,11263,9552,20,1,9.0,4,4,4,21,21,21,2
10057126,11263,4167,7,1,7.0,2,2,2,35,35,35,2
10088154,11263,10351,4,1,6.0,2,2,2,42,42,42,3
10117656,11263,4167,17,1,5.0,1,1,1,38,38,38,3
10156278,11263,4266,20,1,2.0,2,2,2,42,42,42,3
10156279,11263,4266,21,1,2.0,4,4,4,45,45,45,3
10201467,11263,4266,21,1,4.0,2,2,4,38,38,13,3
10209077,11263,4167,22,1,4.0,2,2,2,42,42,42,3
10242790,11263,11429,8,1,4.0,2,2,2,44,44,44,4
10245477,11263,4167,11,1,2.0,3,3,3,30,30,30,4
10245478,11263,11263,1,1,1.0,3,3,3,30,30,30,4
10245479,11263,11263,5,1,1.0,2,2,3,31,31,30,4
10251026,11263,5694,21,1,1.0,3,1,3,38,15,38,4
10292651,11263,2856,1,1,2.0,1,4,4,13,23,23,4
10292652,11263,11263,1,1,3.0,2,2,2,42,42,42,4
10311898,11263,8660,8,1,5.0,3,1,4,38,49,37,4
10315008,11263,1465,8,2,3.0,4,0,0,39,0,0,4
10320357,11263,1465,8,2,3.0,4,0,0,39,0,0,4
10332315,11263,11263,1,1,9.0,2,1,1,42,15,15,4
10366669,11263,11263,3,1,4.0,2,2,2,36,36,36,4
10394221,11263,11263,22,1,2.0,3,3,1,29,29,52,5
10411171,11263,6213,21,1,1.0,2,3,2,40,40,40,5
10447345,11263,11263,1,1,1.0,2,1,2,42,35,42,5
10496416,11263,4167,14,1,2.0,2,2,2,38,38,38,5
10511966,11263,11263,1,1,1.0,2,2,2,34,34,34,5
10511967,11263,11263,20,1,1.0,2,2,2,34,34,34,5
10535742,11263,3759,2,1,5.0,3,3,3,39,39,39,6
10541441,11263,11263,1,2,5.0,2,2,2,44,44,44,6
10541442,11263,11263,1,1,1.0,3,3,3,38,38,38,6
10548601,11263,6175,19,1,2.0,2,3,3,36,34,34,6
10548602,11263,9679,19,1,2.0,1,1,1,29,29,29,6
10586615,11263,2954,8,1,1.0,3,2,3,42,42,42,6
10591983,11263,2954,8,1,1.0,1,3,1,35,38,35,6
10597342,11263,104,17,1,4.0,1,1,1,39,39,39,6
10597343,11263,11728,17,1,2.0,2,4,4,32,-26,-26,6
10625683,11263,4167,4,1,3.0,2,2,2,38,38,38,6
10642466,11263,4167,5,1,3.0,3,3,3,38,38,38,6
10642467,11263,4167,6,1,3.0,3,3,3,41,41,41,6
10709361,11263,7033,8,1,4.0,3,2,3,39,42,39,7
10711717,11263,10105,1,1,3.0,1,1,4,38,52,44,7
10711718,11263,10105,20,1,3.0,3,1,3,29,13,29,7
10711719,11263,11263,3,1,1.0,3,1,1,29,13,13,7
10800770,11263,11263,1,1,2.0,3,3,3,38,38,38,8
10857592,11263,11263,1,1,2.0,1,1,1,38,38,38,8
10892861,11263,11263,21,1,2.0,2,2,2,36,36,36,8
10892862,11263,11263,19,1,1.0,3,3,3,38,38,38,8
10897938,11263,11263,21,1,3.0,3,3,3,38,38,38,8
10966423,11263,11263,1,1,1.0,2,2,2,42,42,42,9
11078357,11263,11263,9,1,8.0,1,1,1,31,31,31,10
11099329,11263,11263,5,1,1.0,4,4,4,-26,-26,-26,10
11104692,11263,4167,11,1,2.0,2,0,0,42,0,0,10
11116098,11263,3402,19,1,1.0,1,1,1,62,62,62,10
11195049,11263,9435,21,1,3.0,4,1,1,38,35,35,10
11200724,11263,11263,4,3,6.0,2,2,2,40,40,40,10
11200725,11263,11263,16,3,6.0,2,2,2,40,40,40,10
11205577,11263,2241,17,1,3.0,4,4,4,51,51,51,10
11227457,11263,3759,17,2,8.0,3,3,3,41,39,39,11
11367610,11263,3107,21,1,3.0,2,2,1,42,42,54,12
11367611,11263,8442,21,1,2.0,3,3,3,41,41,41,12
11367612,11263,11263,21,1,1.0,3,3,3,41,41,41,12
11414774,11263,4167,4,1,3.0,3,3,3,38,38,38,12
11426197,11263,8504,19,1,5.0,1,1,1,38,38,38,12
11431829,11263,11263,22,1,1.0,3,3,3,25,25,25,12
11472099,11263,11263,9,2,6.0,4,4,4,-15,-15,-15,12
11474576,11263,2806,20,1,2.0,1,1,1,38,38,38,12
11493496,11263,3759,11,1,3.0,2,2,2,27,27,27,12
11493497,11263,4167,5,1,5.0,2,2,2,33,33,33,12
11493498,11263,4167,17,1,3.0,2,2,2,31,31,31,12
11493499,11263,5838,21,1,3.0,2,2,2,36,36,36,12
11503373,11263,4167,20,1,1.0,3,3,3,18,18,18,1
11540413,11263,11263,21,1,1.0,3,4,4,26,33,33,1
11546540,11263,11263,11,1,5.0,2,4,4,42,33,33,1
11559466,11263,2321,1,1,2.0,2,2,2,35,35,35,1
11589929,11263,11263,17,1,4.0,2,2,2,40,40,40,1
11596348,11263,6932,9,1,4.0,2,2,2,43,43,43,1
11614829,11263,1459,3,1,2.0,3,3,3,34,34,34,1
11620777,11263,4177,20,1,7.0,2,2,1,36,36,-23,1
11620778,11263,11263,21,1,10.0,2,2,2,44,44,44,1
11632250,11263,2137,1,1,2.0,1,1,1,42,42,42,1
11632251,11263,2137,1,1,1.0,3,3,3,38,38,38,1
11632252,11263,4167,1,1,2.0,3,3,3,38,38,38,1
11632253,11263,4167,1,1,1.0,3,3,3,33,33,33,1
11632254,11263,11263,1,1,2.0,3,3,3,33,33,33,1
11637054,11263,1212,1,1,4.0,3,3,3,34,34,34,1
11637055,11263,11263,19,2,8.0,2,2,2,32,32,32,1
11662975,11263,226,9,1,2.0,3,3,3,38,38,38,2
11669744,11263,11263,3,1,4.0,2,1,1,47,39,39,2
11680470,11263,11263,20,1,1.0,4,4,4,39,39,39,2
11680471,11263,11263,21,2,4.0,2,2,2,45,45,45,2
11684612,11263,11263,1,2,9.0,3,3,3,41,41,41,2
11712650,11263,11263,3,1,2.0,2,2,2,44,44,44,2
11723818,11263,11263,21,1,1.0,1,1,1,15,15,15,2
11843672,11263,6932,19,1,5.0,3,3,2,42,42,42,3
11864866,11263,6477,11,1,5.0,3,4,4,43,-33,-33,3
11864867,11263,11292,21,1,5.0,3,3,3,38,38,38,3
11871821,11263,3961,20,1,3.0,3,3,3,38,38,38,3
11940370,11263,2363,21,1,8.0,3,0,0,38,0,0,3
11940371,11263,5309,3,2,6.0,1,4,1,38,35,38,3
11940372,11263,11263,1,1,5.0,1,4,4,38,35,35,3
11954382,11263,11263,1,1,3.0,3,3,3,40,40,40,3
11967682,11263,2321,13,1,5.0,2,1,2,61,15,61,3
11994824,11263,1212,9,1,5.0,3,3,3,35,35,35,4
11994825,11263,2791,3,1,8.0,3,3,3,37,37,37,4
12011135,11263,11390,1,1,2.0,4,1,4,39,39,39,4
12052434,11263,11263,1,1,3.0,1,4,4,13,42,42,4
12086287,11263,4167,1,3,9.0,2,2,0,42,42,0,4
12086288,11263,4167,20,3,9.0,2,0,0,42,0,0,4
12086289,11263,4167,21,1,4.0,2,2,2,42,42,42,4
12092651,11263,2791,21,2,7.0,4,4,0,25,25,0,4
12214927,11263,11263,3,2,3.0,3,3,3,35,35,35,5
12278811,11263,11263,21,2,8.0,3,3,3,40,38,38,5
12278812,11263,11390,1,1,4.0,3,3,3,40,38,40,5
12325965,11263,2321,1,1,5.0,1,1,1,13,13,13,6
12325966,11263,2321,10,1,5.0,2,2,2,42,42,42,6
12380396,11263,2241,21,1,10.0,3,3,3,38,38,38,6
12416169,11263,1459,21,1,4.0,2,2,2,42,42,42,6
12419630,11263,4167,21,1,4.0,2,2,2,42,42,42,6
12452023,11263,1459,4,2,5.0,4,4,3,34,34,37,6
12457632,11263,11263,11,3,8.0,2,2,2,42,42,42,6
12462735,11263,11263,10,4,12.0,2,2,2,31,36,31,6
12497669,11263,902,21,2,4.0,3,4,4,41,25,25,7
12497670,11263,11263,21,1,1.0,4,4,4,25,25,25,7
12502954,11263,11263,1,2,3.0,3,3,3,38,38,38,7
12513655,11263,11263,1,1,1.0,1,0,0,13,0,0,7
12513656,11263,11263,1,2,3.0,2,3,3,42,34,34,7
12560120,11263,11263,1,2,6.0,1,1,1,38,38,38,7
12564829,11263,11263,21,1,3.0,3,3,3,38,38,38,7
12564830,11263,11302,21,1,5.0,3,3,3,33,33,33,7
12597676,11263,11263,11,1,2.0,4,3,4,12,38,12,8
12600621,11263,1212,3,1,2.0,3,3,3,38,38,38,8
12600622,11263,1212,5,1,2.0,2,2,2,27,27,27,8
12628131,11263,4167,8,2,2.0,4,0,0,31,0,0,8
12628132,11263,11263,20,2,2.0,3,4,0,38,31,0,8
12648847,11263,7061,21,1,36.0,4,4,4,-1,-1,-1,8
12654049,11263,3759,20,2,30.0,2,2,2,45,45,45,8
12654050,11263,11263,21,1,1.0,4,4,4,24,24,24,8
12654051,11263,11263,11,2,5.0,2,3,2,39,39,39,8
12678518,11263,11263,3,1,4.0,2,2,2,34,34,34,8
12692823,11263,6932,3,1,5.0,2,2,2,44,44,44,8
12717466,11263,11263,1,1,3.0,1,1,1,13,13,13,8
12727681,11263,5911,3,1,6.0,4,4,4,39,39,39,8
12727682,11263,10981,3,1,6.0,4,4,4,-4,-4,-4,8
12742571,11263,11263,3,1,2.0,1,1,1,42,42,42,9
12796626,11263,5838,21,1,10.0,4,4,4,54,54,54,9
12796627,11263,11263,21,1,7.0,3,3,2,44,44,45,9
12823419,11263,4167,6,1,2.0,2,2,2,40,40,40,9
12842180,11263,11263,20,3,8.0,2,3,2,42,38,42,9
12862670,11263,11263,1,1,4.0,2,2,2,32,32,32,9
12875682,11263,6932,9,1,4.0,3,3,3,39,39,39,9
12957178,11263,4167,20,1,3.0,3,3,3,41,41,41,10
13002968,11263,8660,1,1,1.0,2,2,2,43,43,43,10
13009947,11263,11263,1,2,8.0,3,3,3,42,42,42,10
13064760,11263,6350,6,1,5.0,2,2,2,42,42,42,10
13079413,11263,11263,11,1,4.0,2,2,2,44,44,44,11
13079414,11263,11263,12,1,4.0,4,4,4,0,0,0,11
13079415,11263,11263,12,1,4.0,3,3,3,42,42,42,11
13086764,11263,4167,6,1,1.0,1,1,1,14,-15,-15,11
13129440,11263,4167,1,1,2.0,3,3,3,32,32,32,11
13129441,11263,4167,18,1,2.0,3,3,3,32,32,32,11
13136657,11263,11263,1,1,2.0,2,2,2,42,42,42,11
13181928,11263,4167,20,2,18.0,1,4,4,38,45,45,11
13181929,11263,11263,5,2,18.0,1,1,1,38,38,38,11
13223882,11263,11263,1,1,3.0,1,1,1,38,39,39,11
13262461,11263,11263,21,1,1.0,1,1,1,51,51,51,12
13275148,11263,11355,19,1,2.0,1,1,1,38,38,38,12
13376783,11263,1836,21,1,4.0,3,4,3,41,33,41,12
13486915,11263,2791,1,1,5.0,1,0,0,0,0,0,1
13496250,11263,11263,5,2,3.0,2,3,2,32,38,32,1
13502467,11263,562,3,1,5.0,4,4,4,57,57,57,1
13502468,11263,562,20,1,5.0,3,4,4,38,40,40,1
13502469,11263,2638,21,1,2.0,4,4,4,39,40,39,1
13502470,11263,2645,21,1,3.0,2,2,2,31,31,31,1
13542782,11263,5694,21,1,2.0,4,0,0,31,0,0,1
13542783,11263,5724,21,1,7.0,4,0,0,31,0,0,1
13549814,11263,5694,21,2,9.0,4,0,0,31,0,0,1
13557219,11263,11263,1,1,1.0,3,3,3,44,44,44,1
13557220,11263,11263,20,1,1.0,2,2,2,45,45,45,1
13591828,11263,3759,21,1,14.0,3,3,3,38,38,38,2
13591829,11263,5724,21,1,4.0,4,0,0,31,0,0,2
13599203,11263,5694,21,2,27.0,4,0,0,31,0,0,2
13609484,11263,3759,21,2,7.0,2,2,0,45,45,0,2
13609485,11263,5694,21,1,2.0,2,2,2,45,45,45,2
13613712,11263,3759,21,1,18.0,1,1,1,21,16,21,2
13613713,11263,5694,21,1,8.0,4,0,0,31,0,0,2
13613714,11263,5724,21,1,28.0,4,0,0,31,0,0,2
13633844,11263,6477,2,1,5.0,2,4,2,36,6,36,2
13651191,11263,5380,1,2,6.0,4,4,4,33,33,33,2
13668236,11263,4167,11,2,4.0,3,3,3,41,41,41,2
13682871,11263,104,21,1,4.0,2,1,1,44,52,52,2
13682872,11263,11263,21,1,2.0,2,4,4,32,-32,-32,2
13699581,11263,11263,1,1,3.0,1,1,1,31,31,31,2
13734864,11263,11263,3,2,3.0,3,3,3,42,42,42,2
13734865,11263,11263,20,1,9.0,3,3,3,40,42,42,2
13739402,11263,11263,3,2,3.0,3,3,3,42,42,42,2
13798800,11263,9528,21,1,5.0,4,3,3,39,38,38,3
13806649,11263,3465,1,1,2.0,3,1,1,38,20,20,3
13806650,11263,4167,6,1,5.0,1,1,1,38,54,38,3
13806651,11263,4167,12,1,5.0,1,1,1,38,38,38,3
13806652,11263,11263,1,1,3.0,1,1,1,38,38,38,3
13843649,11263,11263,1,1,2.0,1,1,1,13,-15,13,3
13939632,11263,11263,1,1,1.0,2,2,2,37,37,37,3
13952225,11263,11263,21,1,14.0,3,3,3,38,38,38,4
13960504,11263,2321,12,2,3.0,3,2,2,40,39,39,4
13974286,11263,4167,3,1,2.0,3,3,3,38,38,38,4
13974287,11263,11263,3,1,2.0,3,3,3,38,38,38,4
13997059,11263,10720,1,1,2.0,2,2,0,40,40,0,4
13997060,11263,10720,1,1,4.0,2,4,4,42,-8,-8,4
13997061,11263,10720,21,1,19.0,2,4,4,42,-8,-8,4
14081105,11263,2791,20,1,9.0,1,4,0,39,37,0,4
14081106,11263,2791,18,1,5.0,0,0,0,0,0,0,4
14081107,11263,2791,19,1,9.0,0,0,0,0,0,0,4
14130507,11263,562,1,1,1.0,1,1,1,38,12,38,4
14227403,11263,11263,18,2,5.0,2,3,2,42,38,42,5
14241387,11263,2270,20,2,2.0,1,4,4,38,23,23,5
14256022,11263,4167,10,1,3.0,2,3,3,37,34,34,5
14266858,11263,11263,19,1,2.0,1,1,1,38,38,38,5
14297831,11263,11263,1,1,6.0,1,1,1,53,42,42,5
14341639,11263,2791,18,1,1.0,3,3,3,42,42,42,6
14457954,11263,6477,4,2,10.0,3,3,3,38,38,38,6
14457955,11263,6477,21,2,10.0,3,3,3,38,38,38,6
14457956,11263,11263,4,2,8.0,3,3,3,38,38,38,6
14472295,11263,1212,5,1,9.0,2,2,2,42,42,42,6
14478851,11263,4167,4,1,5.0,4,4,4,40,40,37,6
14478852,11263,11263,4,1,3.0,2,2,2,35,35,35,6
14478853,11263,11263,14,1,1.0,3,3,3,35,35,35,6
14500903,11263,11263,1,1,7.0,3,3,3,42,42,42,6
14527858,11263,11263,21,1,1.0,3,1,1,38,39,39,7
14533349,11263,11263,20,2,3.0,3,2,2,38,0,0,7
14603505,11263,9415,21,1,3.0,3,3,3,40,40,40,7
14630381,11263,11263,20,1,1.0,3,3,3,32,36,32,7
14643214,11263,3402,1,1,2.0,3,4,3,38,42,38,7
14643215,11263,11263,1,1,6.0,3,4,3,39,52,39,7
14672190,11263,6477,11,2,5.0,2,2,2,42,42,42,7
14672191,11263,10351,21,1,4.0,2,2,2,31,31,31,7
14708196,11263,2800,12,1,5.0,3,3,3,37,37,37,8
14708197,11263,11263,20,1,1.0,2,2,2,39,39,39,8
14796057,11263,1459,4,1,2.0,1,0,0,38,0,0,8
14796058,11263,1481,4,1,2.0,2,4,2,42,27,42,8
14796059,11263,3759,4,1,2.0,2,4,2,42,36,42,8
14808232,11263,6477,5,1,5.0,3,3,3,38,38,38,8
14831331,11263,11263,17,1,4.0,2,2,2,42,42,42,8
14841271,11263,11263,8,1,5.0,3,3,3,38,38,38,8
14855142,11263,1368,21,1,2.0,1,1,1,22,22,22,9
14869013,11263,4167,11,3,9.0,1,1,0,41,41,0,9
14869014,11263,6932,19,1,9.0,1,1,0,41,41,0,9
14891900,11263,11322,19,1,3.0,1,1,1,38,15,15,9
14899296,11263,2137,17,1,6.0,1,1,1,38,15,15,9
14918607,11263,104,5,1,3.0,4,4,4,15,15,15,9
14918608,11263,11728,5,1,2.0,4,4,4,-25,-25,-25,9
14952227,11263,11263,21,1,1.0,3,3,3,40,40,40,9
14963320,11263,11263,1,1,1.0,3,3,3,38,38,38,9
14988458,11263,4167,14,1,5.0,4,4,4,-17,-17,-17,9
15007264,11263,10720,20,1,5.0,3,2,2,41,42,42,9
15060755,11263,10458,21,2,6.0,1,1,1,35,35,35,10
15081156,11263,11302,3,1,1.0,3,3,3,25,25,25,10
15095293,11263,11263,1,1,9.0,0,0,0,0,0,0,10
15131552,11263,11408,21,2,5.0,2,4,2,40,-41,40,10
15136076,11263,8583,21,1,3.0,2,1,2,36,39,36,10
15136077,11263,11263,20,1,3.0,1,1,1,38,-41,-41,10
15136078,11263,11263,7,2,33.0,2,2,2,40,40,40,10
15140203,11263,11263,20,2,6.0,1,1,1,-85,-85,-85,10
15140204,11263,11263,7,1,6.0,2,2,2,40,40,40,10
15186298,11263,6932,1,1,4.0,3,3,3,38,38,38,10
15216911,11263,4167,6,1,3.0,2,2,2,44,44,44,10
15261110,11263,11263,11,1,3.0,1,1,1,33,33,33,11
15284032,11263,6969,21,2,2.0,4,4,4,24,24,24,11
15321738,11263,1212,1,3,7.0,4,4,4,49,49,49,11
15358373,11263,8894,20,2,4.0,4,2,4,14,21,14,11
15429091,11263,11263,5,1,1.0,3,3,3,47,47,47,12
15449781,11263,3759,21,1,5.0,2,1,0,42,35,0,12
15449782,11263,11263,21,1,3.0,3,3,3,38,38,38,12
15455178,11263,2137,1,1,1.0,3,2,2,40,42,42,12
15461898,11263,2791,7,2,3.0,3,3,3,36,36,36,12
15461899,11263,3219,19,3,5.0,3,3,3,41,41,41,12
15461900,11263,11263,1,2,4.0,1,1,1,31,31,50,12
15486326,11263,4167,1,1,5.0,2,2,2,42,42,42,12
15523115,11263,1459,20,1,2.0,2,1,1,42,39,39,12
15527395,11263,3759,21,1,9.0,1,1,1,38,1,38,12
15549378,11263,9528,21,1,2.0,4,4,4,33,33,33,12
15564772,11263,3759,1,1,2.0,1,1,1,35,35,15,12
15590690,11263,4167,20,1,3.0,3,3,3,39,39,39,1
15590691,11263,11263,20,1,2.0,3,4,2,38,52,37,1
15593033,11263,1212,20,1,8.0,2,2,2,39,39,39,1
15597396,11263,2137,19,1,9.0,3,3,3,38,38,38,1
15619332,11263,4091,19,1,1.0,2,2,2,45,45,45,1
15632484,11263,11302,20,2,5.0,2,2,2,36,36,36,1
15654512,11263,4167,1,1,2.0,3,3,3,25,25,25,1
15712155,11263,4167,1,1,3.0,2,2,2,31,31,31,1
15756176,11263,2137,15,1,2.0,2,1,1,43,52,52,1
15835386,11263,11263,21,1,3.0,3,0,0,38,0,0,2
15879541,11263,12637,21,2,3.0,3,4,3,29,9,29,2
15883180,11263,9014,20,1,4.0,1,4,1,38,6,38,2
15942294,11263,11263,3,1,3.0,3,3,3,41,41,41,3
15988528,11263,11297,1,1,1.0,3,3,3,47,47,47,3
16002739,11263,11263,5,2,3.0,2,2,2,42,42,42,3
16015124,11263,1212,19,1,3.0,2,2,2,42,42,42,3
16021118,11263,7679,20,1,9.0,4,4,4,10,10,10,3
16110099,11263,1212,11,1,2.0,3,1,3,37,5,37,3
16177137,11263,11263,4,1,5.0,3,3,3,25,25,25,4
16183978,11263,2137,17,1,2.0,3,3,3,41,41,41,4
16241296,11263,3219,5,1,3.0,3,3,3,39,39,39,4
16336919,11263,3844,5,1,10.0,2,2,2,36,36,36,5
16357188,11263,6477,4,1,7.0,2,2,2,27,27,27,5
16357189,11263,6477,5,1,7.0,2,2,2,27,27,27,5
16357190,11263,11263,4,1,1.0,2,2,2,27,27,27,5
16362855,11263,2321,5,1,2.0,1,1,1,38,38,38,5
16362856,11263,4167,21,2,3.0,3,3,3,38,38,38,5
16421108,11263,11263,21,2,4.0,1,1,1,38,38,38,5
16547522,11263,3759,2,1,7.0,3,3,4,40,40,28,6
16547523,11263,11263,5,1,5.0,3,3,3,41,41,41,6
16621021,11263,11263,10,1,1.0,4,4,4,21,21,21,6
16633184,11263,6932,1,1,5.0,3,4,4,38,21,21,6
16675311,11263,11263,20,1,13.0,1,1,1,60,60,60,7
16685678,11263,11263,21,1,6.0,2,2,5,35,35,33,7
16815228,11263,2806,20,1,5.0,3,3,3,42,42,42,8
16820876,11263,11263,21,1,2.0,3,3,3,37,37,37,8
16825780,11263,3759,8,1,2.0,3,3,3,39,39,39,8
16856665,11263,1212,21,1,4.0,1,1,1,13,38,38,8
16905009,11263,11263,4,1,2.0,4,2,2,54,34,34,8
16905010,11263,11263,20,1,2.0,3,3,3,41,41,41,8
16905011,11263,11263,21,1,1.0,3,3,3,41,41,41,8
16971373,11263,9528,4,2,5.0,1,1,1,60,60,38,8
17010906,11263,2137,17,2,3.0,2,3,2,42,43,42,9
17045397,11263,11263,11,2,5.0,2,2,2,35,35,35,9
17071852,11263,11263,20,1,1.0,2,3,3,34,34,34,9
17085350,11263,11263,21,1,1.0,2,2,2,36,36,36,9
17127383,11263,11302,9,1,5.0,4,4,4,33,33,33,9
17163908,11263,5541,21,1,1.0,3,3,3,42,42,42,10
17184809,11263,11263,21,1,5.0,2,2,2,33,33,33,10
17201207,11263,11263,1,1,1.0,4,4,4,20,9,14,10
17201208,11263,11263,19,1,2.0,2,2,2,42,42,42,10
17201209,11263,11263,19,1,2.0,3,3,3,40,40,40,10
17236097,11263,5541,1,1,3.0,3,3,3,33,33,33,10
17247458,11263,11263,21,1,4.0,2,2,2,37,37,37,10
17247459,11263,11263,8,2,18.0,3,3,3,38,38,38,10
17254665,11263,11263,21,5,13.0,4,4,4,49,49,49,10
17254666,11263,11263,8,1,13.0,2,2,2,37,37,37,10
17261801,11263,11263,9,1,6.0,2,2,2,40,40,40,10
17327110,11263,4167,21,1,5.0,3,3,3,37,37,37,10
17327111,11263,8485,21,1,2.0,4,4,4,59,59,59,10
17347511,11263,11263,1,1,3.0,2,2,2,40,40,40,11
17347512,11263,11263,1,1,3.0,3,3,3,32,32,32,11
17354121,11263,4289,21,1,4.0,1,4,4,13,25,25,11
17354122,11263,11263,19,1,4.0,2,4,2,27,18,27,11
17450605,11263,1212,11,1,1.0,2,2,2,42,42,42,11
17450606,11263,11322,11,1,1.0,3,2,2,36,35,35,11
17465013,11263,5838,12,1,5.0,3,3,3,38,38,38,11
17508124,11263,201,20,1,2.0,1,1,1,38,38,38,11
17508125,11263,11263,20,3,4.0,1,1,1,27,27,27,11
17535352,11263,11263,1,1,1.0,1,4,4,38,16,16,12
17549385,11263,9528,11,7,9.0,3,2,2,38,40,40,12
17618136,11263,11263,13,1,6.0,3,3,3,38,38,38,12
17641821,11263,4167,9,1,5.0,1,1,1,38,38,38,12
17651201,11263,6932,1,2,3.0,3,2,2,34,36,36,12
17667982,11263,11263,1,1,2.0,3,4,0,38,37,0,12
